tool,issues_count,file,line,code,message
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,91,E501,Line 91 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,115,E501,Line 115 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,143,E501,Line 143 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,175,E501,Line 175 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,203,E501,Line 203 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,235,E501,Line 235 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,259,E501,Line 259 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,287,E501,Line 287 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,319,E501,Line 319 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,339,E501,Line 339 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,363,E501,Line 363 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,395,E501,Line 395 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,423,E501,Line 423 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,455,E501,Line 455 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,487,E501,Line 487 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,515,E501,Line 515 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,547,E501,Line 547 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,571,E501,Line 571 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,599,E501,Line 599 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,635,E501,Line 635 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,663,E501,Line 663 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,745,E501,Line 745 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,811,E501,Line 811 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,843,E501,Line 843 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,875,E501,Line 875 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,924,E501,Line 924 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,952,E501,Line 952 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,984,E501,Line 984 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1008,E501,Line 1008 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1036,E501,Line 1036 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1072,E501,Line 1072 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1100,E501,Line 1100 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1182,E501,Line 1182 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1248,E501,Line 1248 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1280,E501,Line 1280 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1312,E501,Line 1312 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1378,E501,Line 1378 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1410,E501,Line 1410 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1438,E501,Line 1438 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1470,E501,Line 1470 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1498,E501,Line 1498 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1526,E501,Line 1526 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1558,E501,Line 1558 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1590,E501,Line 1590 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1664,E501,Line 1664 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1696,E501,Line 1696 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1728,E501,Line 1728 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1794,E501,Line 1794 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1818,E501,Line 1818 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1846,E501,Line 1846 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1866,E501,Line 1866 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1894,E501,Line 1894 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1922,E501,Line 1922 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1946,E501,Line 1946 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,1995,E501,Line 1995 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2040,E501,Line 2040 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2068,E501,Line 2068 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2096,E501,Line 2096 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2154,E501,Line 2154 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2178,E501,Line 2178 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2202,E501,Line 2202 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2243,E501,Line 2243 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2274,E501,Line 2274 exceeds line length limit (Line too long (125 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py,2294,E501,Line 2294 exceeds line length limit (Line too long (104 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,22,E501,Line 22 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,25,E501,Line 25 exceeds line length limit (Line too long (91 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,30,E501,Line 30 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,31,E501,Line 31 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,33,E501,Line 33 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,38,E501,Line 38 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,41,E501,Line 41 exceeds line length limit (Line too long (161 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,46,E501,Line 46 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,47,E501,Line 47 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,49,E501,Line 49 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,54,E501,Line 54 exceeds line length limit (Line too long (151 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,56,E501,Line 56 exceeds line length limit (Line too long (94 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,61,E501,Line 61 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,64,E501,Line 64 exceeds line length limit (Line too long (162 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,69,E501,Line 69 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,70,E501,Line 70 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,72,E501,Line 72 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,77,E501,Line 77 exceeds line length limit (Line too long (152 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,79,E501,Line 79 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,84,E501,Line 84 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,87,E501,Line 87 exceeds line length limit (Line too long (162 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,92,E501,Line 92 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,93,E501,Line 93 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,95,E501,Line 95 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,100,E501,Line 100 exceeds line length limit (Line too long (152 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,102,E501,Line 102 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,107,E501,Line 107 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,110,E501,Line 110 exceeds line length limit (Line too long (164 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,115,E501,Line 115 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,116,E501,Line 116 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,118,E501,Line 118 exceeds line length limit (Line too long (93 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,123,E501,Line 123 exceeds line length limit (Line too long (154 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,125,E501,Line 125 exceeds line length limit (Line too long (97 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,130,E501,Line 130 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,133,E501,Line 133 exceeds line length limit (Line too long (164 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,138,E501,Line 138 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,139,E501,Line 139 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,141,E501,Line 141 exceeds line length limit (Line too long (93 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,146,E501,Line 146 exceeds line length limit (Line too long (154 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,148,E501,Line 148 exceeds line length limit (Line too long (97 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,153,E501,Line 153 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,156,E501,Line 156 exceeds line length limit (Line too long (164 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,161,E501,Line 161 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,162,E501,Line 162 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,164,E501,Line 164 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,169,E501,Line 169 exceeds line length limit (Line too long (154 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,171,E501,Line 171 exceeds line length limit (Line too long (97 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,176,E501,Line 176 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,179,E501,Line 179 exceeds line length limit (Line too long (181 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,184,E501,Line 184 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,185,E501,Line 185 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,187,E501,Line 187 exceeds line length limit (Line too long (96 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,191,E501,Line 191 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,192,E501,Line 192 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,194,E501,Line 194 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,199,E501,Line 199 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,202,E501,Line 202 exceeds line length limit (Line too long (181 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,207,E501,Line 207 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,208,E501,Line 208 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,210,E501,Line 210 exceeds line length limit (Line too long (96 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,214,E501,Line 214 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,215,E501,Line 215 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,217,E501,Line 217 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,222,E501,Line 222 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,225,E501,Line 225 exceeds line length limit (Line too long (164 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,230,E501,Line 230 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,231,E501,Line 231 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,233,E501,Line 233 exceeds line length limit (Line too long (93 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,238,E501,Line 238 exceeds line length limit (Line too long (154 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,240,E501,Line 240 exceeds line length limit (Line too long (97 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,245,E501,Line 245 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,248,E501,Line 248 exceeds line length limit (Line too long (181 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,253,E501,Line 253 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,254,E501,Line 254 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,256,E501,Line 256 exceeds line length limit (Line too long (96 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,260,E501,Line 260 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,261,E501,Line 261 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,263,E501,Line 263 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,268,E501,Line 268 exceeds line length limit (Line too long (90 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,271,E501,Line 271 exceeds line length limit (Line too long (181 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,276,E501,Line 276 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,277,E501,Line 277 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,279,E501,Line 279 exceeds line length limit (Line too long (96 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,283,E501,Line 283 exceeds line length limit (Line too long (101 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,284,E501,Line 284 exceeds line length limit (Line too long (171 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,286,E501,Line 286 exceeds line length limit (Line too long (95 > 88))
black,3898,/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/20.18.16/tests.py,291,E501,Line 291 exceeds line length limit (Line too long (90 > 88))
